"","X","Fecha","Texto","code","index","Polaridad"
"4717",NA,"2021-11-09T20:32:30.000Z","RT @FIELDEAS: “El #albarándigital es algo que implica tener desarrolladas herramientas como Track and Trace, que te permiten utilizarlo, as…","{}",812,""
"4718",NA,"2021-11-09T20:05:27.000Z","@hectorgeograph @Repsol @Telefonica @ferrovial_es @Renfe @bbva @Google @CARTO @bizum O no. Excepto Ferrovial, que construye, las otras son meras intermedias, y están a encontrar nuevos modelos de negocios ajenos a su esencia para no ser insignificantes en 2030. No creo que sean ejemplo de futuro, por no hablar de sus techos de cristal.  ¿Cuándo una CEO?","{}",813,""
"4719",NA,"2021-11-09T19:55:19.000Z","@designetworking @Repsol @Telefonica @ferrovial_es @Renfe @bbva @Google @CARTO @bizum Entiendo lo que dices. No es mi objetivo referirme a la manera en la que han llegado a ser grandes -ni tampoco sabría decirte- sino a que son grandes y venden sus productos a millones de personas. Y eso, creo, que es una oportunidad de aprendizaje y negocio para las startups.","{}",814,""
"4720",NA,"2021-11-09T19:51:52.000Z","@hectorgeograph @Repsol y @Telefonica fueron ¡#monopolios estatales!
 El primer contrato de @ferrovial_es se lo dió @renfe ¡Nació grande! 🤣 @BBVA vaga como alma en pena desde su fallida venta a @Google.
¿Mejor currar en el funcionariado privado lobbista que atreverse a crear @CARTO o @Bizum? 🤔","{}",815,""
"4721",NA,"2021-11-09T19:34:07.000Z","@1aGlobalizacion Algún día, las grandes empresas de España entenderán que ponerse de perfil o fomentar la #LeyendaNegra tarde o temprano les perjudicará muy seriamente y que cuando quieran reaccionar quizá sea demasiado tarde.

https://t.co/xvuQVOhVHd

@bbva @AnaBotin @iberdrola @Repsol @jmalvpal","{}",816,""
"4722",NA,"2021-11-09T19:34:00.000Z","RT @ForoRRHH: 🥳 Finalizamos la V #GALARRHH, felicidades a todos nuestros premiados @fatimaempleo Paula Patino @JNJNews Benito Villamarín @B…","{}",817,""
"4723",NA,"2021-11-09T19:26:02.000Z","@Milenio Claro en el mundo de sus alianzas y gerencias con @iberdrolamex @vox_es @Repsol y demás que quieren quedarse con el negocio que les representamos.
#ReformaEléctricaVa","{'code': 'Governance', 'polarity': 'NONE'}",818,"3"
"4724",NA,"2021-11-09T19:23:14.000Z","@OrtegaJordi Explicasaselo a @Naturgy  @Repsol no creo que esten dispuestos . 😉","{}",819,""
"4725",NA,"2021-11-09T19:22:51.000Z","@Repsol Burriana ( Catellón ) av Jaime chicharro","{}",820,""
"4726",NA,"2021-11-09T19:00:01.000Z",".@Repsol  invertirá 42,5 M€ en la instalación de 610 puntos públicos de recarga eléctrica en sus estaciones de servicio de #España y #Portugal 👉https://t.co/WQc2Hiw0qE
#Empresas #Ibex35 #Bolsa https://t.co/6mo74kgMLk","{}",821,""
"4727",NA,"2021-11-09T18:56:46.000Z","A Repsol pretende ter até ao fim de 2022 um total de mil pontos de carregamento na rede de abastecimento elétrico público. 🚗🇪🇸🇵🇹

https://t.co/uaYYsLhWiG 

@Repsol ,#carregamentos, #mobilink ,#Mobility ,#Portugal ,#Espana ,#cars ,#investissement ,#news ,#Noticia","{'code': 'Governance', 'polarity': 'P'}",822,"4"
"4728",NA,"2021-11-09T18:52:48.000Z","RT @soydigitalwoman: 🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼 @CotyMonteverde, Director…","{'code': 'Leadership', 'polarity': 'NONE'}",823,"3"
"4729",NA,"2021-11-09T18:51:22.000Z","RT @Repsol: Ya sabemos que una botella puede convertirse en una camiseta👕 pero ¿y en algo más? Descubre los avances tecnológicos aplicados…","{}",824,""
"4730",NA,"2021-11-09T18:38:14.000Z","@BCPComunica @Repsol https://t.co/DMsZbVvQeF","{}",825,""
"4731",NA,"2021-11-09T18:32:27.000Z","RT @Repsol: Ya sabemos que una botella puede convertirse en una camiseta👕 pero ¿y en algo más? Descubre los avances tecnológicos aplicados…","{}",826,""
"4732",NA,"2021-11-09T18:26:44.000Z","@Repsol carece de un buen servicio de atención al cliente para dar solución a los problemas","{'code': 'ProductsServices', 'polarity': 'P'}",827,"4"
"4733",NA,"2021-11-09T18:10:36.000Z","@ticky___ @InigomontoyaBit @bulldog_punk @Repsol No se pregunta a la ""Elisa Beni del transporte"" va a dejar el camión y va a dirigir @Petronor_Info el punk  me a bloqueado por pedir que se manifieste a favor de su sector.. como son los comunistas.","{'code': 'ProductsServices', 'polarity': 'NONE'}",828,"3"
"4734",NA,"2021-11-09T18:04:41.000Z","@Repsol Llevo desde el 3 de octubre solicitando me recojan 2 bombonas de butano que ya no necesito. Después de llamar 4 veces a Repsol y 11 veces al distribuidor para La Rioja, https://t.co/SLelR0Y2np, no he conseguido deshacerme de ellas. ¡Menudo servicio de atención al cliente!","{}",829,""
"4735",NA,"2021-11-09T18:01:14.000Z","@InigomontoyaBit @bulldog_punk @macawithchorizo @Repsol Claro que si. Y mi papá me dijo que los Reyes Magos no eran los padres.

¿Cuánto crees que caería en bolsa una petrolera si dice que frena las prospecciones porqué no queda apenas petróleo convencional?","{'code': 'ProductsServices', 'polarity': 'P'}",830,"4"
"4736",NA,"2021-11-09T17:43:56.000Z","@brunobocao31 @IberiaBR_PT @Repsol @aena @petronor @oficial_Anac Pior foi a atendente retornar o contato e afirmar que não pode fazer nada, sendo que o problema foi a instabilidade do próprio site deles. @proconpe @oficial_Anac","{}",831,""
"4737",NA,"2021-11-09T17:37:41.000Z","@ioniqelectrico @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC De verdad el estado tiene que financiar a empresa con miles de beneficios????","{}",832,""
"4738",NA,"2021-11-09T16:04:03.000Z","RT @laoctavadigital: #EnContexto con @rubengluengas | ""@AccionNacional se ha caracterizado por identificarse con @populares, quienes le abr…","{}",833,""
"4739",NA,"2021-11-09T15:59:34.000Z","@Iberia @Repsol Buenas tardes, estoy intentando cambiar mi fecha de vuelo a través de gestion de reserva y no puedo, necesito ayuda, he llamado pero no obtengo respuesta, gracias!","{'code': 'Governance', 'polarity': 'NONE'}",834,"3"
"4740",NA,"2021-11-09T15:54:14.000Z","RT @soydigitalwoman: 🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼 @Melina__Sanchez, Preside…","{'code': 'Leadership', 'polarity': 'NONE'}",835,"3"
"4741",NA,"2021-11-09T15:50:50.000Z","@ticky___ @bulldog_punk @macawithchorizo @Repsol Vaya estúpido, lo hacen no porque no crean que vayan a encontrar más sino porque no les es rentable. Pero haberlo haylo.","{'code': 'Performance', 'polarity': 'N'}",836,"2"
"4742",NA,"2021-11-09T15:31:22.000Z","@InigomontoyaBit @bulldog_punk @macawithchorizo @Repsol Guau. Mejor autozasca de la semana.
https://t.co/pcLKcXmkwu","{}",837,""
"4743",NA,"2021-11-09T15:22:41.000Z","RT @editora: Alucinante: Viene el del gasóleo (@Gashome de @repsol en Soria) y sin ni siquiera mirar el depósito, se va corriendo diciendo…","{}",838,""
"4744",NA,"2021-11-09T15:17:38.000Z","@elEconomistaes @Repsol HELP ❤️🧡💛💚💙💜 https://t.co/Zi1eirxa6Y","{}",839,""
"4745",NA,"2021-11-09T15:03:39.000Z","Au sommaire du @BiPgazpetrole 

🇪🇸 @Repsol accroît ses ambitions climatiques
🇫🇷 @ENGIEpress va céder @EQUANS_Official à Bouygues pour 7,1 mds EUR
🌍#COP26 Politique d'adaptation : le compte n'y est pas https://t.co/icGh9FHu2J","{}",840,""
"4746",NA,"2021-11-09T15:02:34.000Z","RT @fomIoT: Indesia ~> Nuevo consorcio de @Repsol, @gestamp_es, @NavantiaOficial, @Tecnicas_reun, @Telefonica, @MicrosoftES, @Airbus y @fer…","{'code': 'Performance', 'polarity': 'NONE'}",841,"3"
"4747",NA,"2021-11-09T15:02:28.000Z","@amonter0 @IberiaBR_PT @Repsol @aena @petronor Mesmo problema. Ninguém atende. Alô, @oficial_Anac! Muita gente reclamando que o telefone da Iberia não atende. Já tentei diversas vezes e nada!","{}",842,""
"4748",NA,"2021-11-09T15:01:13.000Z","RT @elEconomistaes: ✅Apostar por el hidrógeno renovable para descarbonizar la industria: 

👉La compañía 'Sunrgyze' espera comenzar su produ…","{'code': 'Performance', 'polarity': 'P'}",843,"4"
"4749",NA,"2021-11-09T14:40:14.000Z","@Repsol Desde la app y la caja de la estación no aparece ninguna opción de canje de europuntos acumulados","{'code': 'ProductsServices', 'polarity': 'N'}",844,"2"
"4750",NA,"2021-11-09T14:38:55.000Z","@Repsol Las dos estaciones de servicio de Tortosa (Temple y 4 camins)","{'code': 'ProductsServices', 'polarity': 'NONE'}",845,"3"
"4751",NA,"2021-11-09T14:30:45.000Z","RT @UniCienciaSomos: El #lobby de la energía fósil actúa en la #Universidad mediante las catedras de empresas, falsos centros de investigac…","{}",846,""
"4752",NA,"2021-11-09T14:15:59.000Z","✅Apostar por el hidrógeno renovable para descarbonizar la industria: 

👉La compañía 'Sunrgyze' espera comenzar su producción a gran escala a partir de 2030

💡Ofrecido por @Repsol https://t.co/mSHVV4gcHV","{}",847,""
"4753",NA,"2021-11-09T14:04:16.000Z","@Jose_F_Fraile @Gashome @Repsol Más o menos es lo que hacían mis padres en este mismo piso. Metían la manguera por el taller/cochera de un vecino, pasaba por patio de la comunidad y la subían con una cuerda a la galería de la cocina. Pero nosotras vimos que era muchísimo más cómodo pasar por nuestro salón y ya.","{}",848,""
"4754",NA,"2021-11-09T14:00:06.000Z","@editora @Gashome @Repsol Me guardo la opinión sobre el individuo. En mi casa hay que meter la manguera por el garaje, pasarla de lado a lado, sacarla al patio por el laboratorio, cruzarlo y llegar al trastero. Cero problemas, incluso llaman ellos si pasa el camión preguntando si nos hace falta","{}",849,""
"4755",NA,"2021-11-09T13:48:50.000Z","@Repsol Y ya por terminar con este bochornoso asunto, deciros que contacté con el ayuntamiento y recogerán hoy los envases (si alguien no se los lleva antes del punto de recogida de residuos junto a los contenedores). Repsol ya me ha demostrado su absoluta indiferencia.","{}",850,""
"4756",NA,"2021-11-09T13:43:45.000Z","@Repsol Por cierto, la primera vez que contacté con ellos y no pasaban volví a contactar y su excusa fue ""no habrá coincidido que tuviera sitio en el camión el repartidor, tiene que coincidir"" (y yo pensando que cuando programas una recogida ya vas con sitio en el camión, ¡qué ingenuo!)","{}",851,""
"4757",NA,"2021-11-09T13:41:30.000Z","@Repsol Buenas tardes, vuestra distribuidora miente. Quedaron en llamar antes de pasar porque a la tarde no estaría en el domicilio y no llamaron, dejaron un cartón con el número de repsol para contactar. Después de eso nada de nada, que os demuestren ese supuesto intento de contactar.","{}",852,""
"4758",NA,"2021-11-09T13:39:20.000Z","RT @Repsol: ¿Sabes cuándo es momento de cambiar los discos de freno? ¡Atento porque te lo contamos! 🏍 Descubre el mejor lubricante para tu…","{}",853,""
"4759",NA,"2021-11-09T13:15:29.000Z","@IberiaBR_PT @Repsol @aena @petronor Olá @iberia_pt tento há 2 dias contato pelo telefone, em horários alternados, e ninguém atende.","{}",854,""
"4760",NA,"2021-11-09T13:13:27.000Z","RT @ioniqelectrico: Hola @Repsol.Ya que le han concedido un crédito ICO de 40 millones para la instalación de puntos de carga ( 18 ultrarrá…","{}",855,""
"4761",NA,"2021-11-09T13:12:21.000Z","RT @ElectriveCom: Gas firm @Repsol is expanding their EV fast-charging network in Spain and Portugal #Espana #Portugal #HPC #DC #FastChargi…","{'code': 'Performance', 'polarity': 'P'}",856,"4"
"4762",NA,"2021-11-09T13:11:43.000Z","Gas firm @Repsol is expanding their EV fast-charging network in Spain and Portugal #Espana #Portugal #HPC #DC #FastCharging https://t.co/4ZZ0wV1pk0","{'code': 'Performance', 'polarity': 'P'}",857,"4"
"4763",NA,"2021-11-09T13:06:09.000Z","@mmrdeveloper @masters_teasers @Repsol Más fácil seguro que habrá más de 30k de taxistas pensando en un EV que ahora mismo repostan con Repsol y no han recibido info de estaciones de carga de ellos ...yo pregunté en la mía y todavía no saben na","{'code': 'Governance', 'polarity': 'P'}",858,"4"
"4764",NA,"2021-11-09T13:03:08.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}",859,"3"
"4765",NA,"2021-11-09T13:01:55.000Z","#LowCarbonNews: @Repsol will invest €2.5 billion to boost renewable hydrogen &amp; plans to have an electrolyser capacity of 1.9 GW by 2030, aiming to become the Iberian Peninsula's market leader. The details of this commitment are here ➡️ https://t.co/v6JknHYW4R","{}",860,""
"4766",NA,"2021-11-09T12:58:05.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}",861,"3"
"4767",NA,"2021-11-09T12:57:24.000Z","RT @allendearquitec: Edificio General Lacy 23. Sede @Repsol Electricidad y Gas. Madrid 2019 @allendearquitec 
LaSalle Investment Management…","{}",862,""
"4768",NA,"2021-11-09T12:42:23.000Z","Este mes he pagado la factura de luz mas baja de los últimos 10 años. No sé si será la bajada de impuestos o q mi comercializadora es más barata. No me pagan ni me patrocinan pero los nombro @Repsol pq he flipado, de hecho creía q era la factura del gas","{}",863,""
"4769",NA,"2021-11-09T12:41:18.000Z","RT @UniCienciaSomos: El #lobby de la energía fósil actúa en la #Universidad mediante las catedras de empresas, falsos centros de investigac…","{}",864,""
"4770",NA,"2021-11-09T12:28:08.000Z","@ioniqelectrico @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC En mi pueblo , casi 2 años instalando y sin funcionar , de 50kw por cierto 
Pasan a estar obsoletos sin ni siquiera ponerse en funcionamiento 
Pa mear y no echar gota 💧😆 https://t.co/Hn71JcPxGo","{}",865,""
"4771",NA,"2021-11-09T12:10:04.000Z","RT @Carlossainz55: A ver @SergioRamos @andresiniesta8  que yo también le saco la lengua a la muerte súbita! Compra #Pirulate en @elcorteing…","{}",866,""
"4772",NA,"2021-11-09T12:03:41.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}",867,"3"
"4773",NA,"2021-11-09T12:03:05.000Z","RT @mmrdeveloper: @masters_teasers Por qué será q cada cierto tiempo veo las mismas noticias una y otra vez pero con distintas fechas objet…","{}",868,""
"4774",NA,"2021-11-09T11:48:38.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}",869,"3"
"4775",NA,"2021-11-09T11:48:29.000Z","RT @teslawheels: @ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @Ele…","{'code': 'ProductsServices', 'polarity': 'NONE'}",870,"3"
"4776",NA,"2021-11-09T11:42:00.000Z","@ioniqelectrico @mmrdeveloper @Repsol @Cepsa_ES @Teresaribera @abc_es @Electroshock00 @CarlosDG_Tesla @AsociacionAUVE @ElectronesG @SebasFC Y por favor piensen en “TODOS” 
Si los PDRs no son accesibles para su uso por las personas con movildad reducida ♿️. La movilidad eléctrica será discriminatoria 
#PDRACCESIBLES","{}",871,""
"4777",NA,"2021-11-09T11:38:15.000Z","RT @greenwashberlin: @ESGFIRE $HYPRO is a must have 👏 EV / sales 2022 $NEL 22,3 vs 1,8 $HYPRO. Big partners like Mitsubishi @MHI_Group and…","{}",872,""
"4778",NA,"2021-11-09T11:07:14.000Z","RT @iturriaga_sara: Planta todos los árboles que quieras, pero no me insultes.
#greenwashing
@ZurichSeguros
@TuIberdrola
@Repsol","{}",873,""
"4779",NA,"2021-11-09T11:06:51.000Z","@ESGFIRE $HYPRO is a must have 👏 EV / sales 2022 $NEL 22,3 vs 1,8 $HYPRO. Big partners like Mitsubishi @MHI_Group and @Repsol are the key.

$plug $fcel $itmpf $be $nkla $hyzn $htoo $adn $nllsf","{}",874,""
"4780",NA,"2021-11-09T11:05:00.000Z","Consigue aquí tu entrada: https://t.co/VNk4wwjVvg

#ConVozdeMujerSER Cartagena es patrocinado por: @regiondemurcia @CanalesTaibilla @PuertodeCtg @Repsol @grupo_lucas @LHICARSA @Alsa_autobuses @VicepresidenRM

https://t.co/QUbZWK5fhJ","{}",875,""
"4781",NA,"2021-11-09T11:01:47.000Z","✈️.@Repsol e @Iberia han realizado el primer vuelo con #biocombustible producido en España a partir de resi­duos. El vuelo ha realizado también una aproximación ‘verde’, una operación que mejora la eficiencia en el consumo 

🔗👉https://t.co/If3RrzltS6 https://t.co/vF0HQucSri","{}",876,""
"4782",NA,"2021-11-09T11:01:13.000Z","@masters_teasers Por qué será q cada cierto tiempo veo las mismas noticias una y otra vez pero con distintas fechas objetivo conforme pasa el tiempo? 🤔 2022, 2023, 2024,2025… @Repsol hay voluntad REAL de hacerlo ahora o simplemente es ofrecer una cara “verde” de vuestro negocio?","{}",877,""
"4783",NA,"2021-11-09T11:00:01.000Z",".@Repsol  invertirá 42,5 M€ en la instalación de 610 puntos públicos de recarga eléctrica en sus estaciones de servicio de #España y #Portugal 👉https://t.co/WQc2Hiw0qE
#Empresas #Ibex35 #Bolsa https://t.co/av7J46hyzS","{}",878,""
"4784",NA,"2021-11-09T10:45:00.000Z",".@Repsol to expand its complex in Sines (Portugal) for 657M€, the largest industrial investment in the country in the last decade. It has been considered by the Portuguese government as an initiative of Potential National Interest https://t.co/5hrFDJFtte https://t.co/OXGZRBeadw","{'code': 'Performance', 'polarity': 'P'}",879,"4"
"4785",NA,"2021-11-09T10:42:35.000Z","@Bankinter
@ArcelorMittalES
@Naturgy
@Repsol
IAG
@amadeusESP 
Viscofan
@siemens_es
@Fluidra
Grifols
@ColonialOficina","{}",880,""
"4786",NA,"2021-11-09T10:27:05.000Z","📢JORNADA TÈCNICA MUNICIPIS I QUALITAT DE L'AIRE Organitza l'Observatori de la Qualitat de l’Aire del Camp de Tarragona @Repsol @aeqtonline
🗓️10 de novembre
⏰10h
✍️Inscripcions 👉 https://t.co/s4GNhIOQPC 
📍Online https://t.co/IZqtmdA1SA","{'code': 'Citizenship', 'polarity': 'P'}",881,"4"
"4787",NA,"2021-11-09T10:26:06.000Z","@Iberia_fr @Repsol @aena @petronor Bonjour,
Je suis en possession d'un bon 2387603935LCLN7ABC pour un montant de 545,82€,
j'ai effectué un achat le 16/08/2021 pour 244,72€ &amp; 40,00€,  mon solde aurait du être de 261,10€, hors, sur le bon, il apparait un solde inférieur, soit 217,61€
Pourriez vous rectifier","{}",882,""
"4788",NA,"2021-11-09T10:10:50.000Z","RT @ioniqelectrico: Hola @Repsol.Ya que le han concedido un crédito ICO de 40 millones para la instalación de puntos de carga ( 18 ultrarrá…","{}",883,""
"4789",NA,"2021-11-09T10:10:32.000Z","@Repsol no atendéis llamadas hoy en Madrid?","{}",884,""
"4790",NA,"2021-11-09T10:08:44.000Z","RT @ioniqelectrico: Hola @Repsol.Ya que le han concedido un crédito ICO de 40 millones para la instalación de puntos de carga ( 18 ultrarrá…","{}",885,""
"4791",NA,"2021-11-09T10:06:15.000Z","RT @soydigitalwoman: 🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼 @Cristri3 , CEO de #ATML…","{'code': 'Leadership', 'polarity': 'NONE'}",886,"3"
"4792",NA,"2021-11-09T10:03:12.000Z","RT @ioniqelectrico: Hola @Repsol.Ya que le han concedido un crédito ICO de 40 millones para la instalación de puntos de carga ( 18 ultrarrá…","{}",887,""
"4793",NA,"2021-11-09T10:02:48.000Z","RT @ioniqelectrico: Hola @Repsol.Ya que le han concedido un crédito ICO de 40 millones para la instalación de puntos de carga ( 18 ultrarrá…","{}",888,""
"4794",NA,"2021-11-09T10:01:42.000Z","@Repsol colabora con @Iberia a través del uso de biocombustibles para reducir el impacto de emisiones de C02
#MedioAmbiente #RSC #atochaeconomia @martamontero https://t.co/Q9GhdszBtw","{'code': 'Citizenship', 'polarity': 'P'}",889,"4"
"4795",NA,"2021-11-09T10:00:43.000Z","RT @UniCienciaSomos: El #lobby de la energía fósil actúa en la #Universidad mediante las catedras de empresas, falsos centros de investigac…","{}",890,""
"4796",NA,"2021-11-09T10:00:27.000Z","@Repsol can someone please help me, we have no gas and so far can't get any assistance","{}",891,""
"4797",NA,"2021-11-09T09:59:45.000Z","El #lobby de la energía fósil actúa en la #Universidad mediante las catedras de empresas, falsos centros de investigación científica. Son centros de #AcademicGreenwashing de @Repsol, Cepsa, etc Usan las tapaderas de fundaciones educatvas, innovación e I+D https://t.co/LEBx7KeXGm","{'code': 'Innovation', 'polarity': 'P'}",892,"4"
"4798",NA,"2021-11-09T09:57:07.000Z","@Repsol @iberdrola @Endesa @EasyChargerES Los cargadores de 50Kw ya no tienen sentido https://t.co/gavhKIJn7r","{'code': 'ProductsServices', 'polarity': 'NONE'}",893,"3"
"4799",NA,"2021-11-09T09:51:55.000Z","RT @editora: Alucinante: Viene el del gasóleo (@Gashome de @repsol en Soria) y sin ni siquiera mirar el depósito, se va corriendo diciendo…","{}",894,""
"4800",NA,"2021-11-05T13:50:06.000Z","RT @Iberia: Hemos realizado el primer vuelo con una mezcla de combustible SAF fabricado a partir de residuos por @Repsol en España. Una acc…","{}",495,""
"4801",NA,"2021-11-05T13:49:55.000Z","RT @Repsol: Como parte del convenio de colaboración con @Iberia y @Aena hacia una movilidad más #sostenible, hemos realizado el primer vuel…","{'code': 'Leadership', 'polarity': 'P'}",496,"4"
"4802",NA,"2021-11-05T13:22:47.000Z","RT @laoctavadigital: #EnContexto con @rubengluengas | ""@AccionNacional se ha caracterizado por identificarse con @populares, quienes le abr…","{'code': 'Leadership', 'polarity': 'P'}",497,"4"
"4803",NA,"2021-11-05T13:20:54.000Z","🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼@MGG_2012, Miembro del Consejo Asesor del #ObservatorioDeLaÉticaEnLaInteligenciaArtificial

❤️ 18 de Noviembre 17h ❤️
Gracias a @Repsol @Deloitte_ES  @awscloud @enisa @Europarl_EN 🚀🚀 https://t.co/t8qH61EC1R","{}",498,""
"4804",NA,"2021-11-05T13:19:54.000Z","@Petronor_Info @Iberia @Repsol yo tambien lo fui  no confie compañias sobran #EstafadosPorIberia","{}",499,""
"4805",NA,"2021-11-05T13:11:00.000Z","RT @antoniogs_ct: Noticias que permiten prever un mejor futuro para #Cartagena el sector del turismo y la humanidad:

Primer vuelo Madrid-B…","{}",500,""
"4806",NA,"2021-11-05T13:01:03.000Z","RT @iamthekillerq: Ya llevo mi 4 reclamacion por una factura de gas a @Repsol en el que me han cobrado una lectura estimada de 340€ por gas…","{}",501,""
"4807",NA,"2021-11-05T12:55:46.000Z","RT @soydigitalwoman: 🚀 V Inspiring Women Leaders in the Digital Era 🚀
👉 Regístrate: https://t.co/kQULgYgVIe

👉🏼👉🏼 @idutilh, Consejera en @c…","{}",502,""
"4808",NA,"2021-11-05T12:53:36.000Z","RT @kritikaSocial9: @avtorresp Osea que las aguas Canarias cuando iba @Repsol a perforar contaminación. 
Ahora que lo hace Marruecos ya no…","{}",503,""
"4809",NA,"2021-11-05T12:42:59.000Z","RT @ComunidadMadrid: 🔴 EN DIRECTO. La presidenta @IdiazAyuso visita el @Repsol Technology Lab. https://t.co/OmUgqGOvwu","{}",504,""
"4810",NA,"2021-11-05T12:41:32.000Z","🔴 EN DIRECTO. La presidenta @IdiazAyuso visita el @Repsol Technology Lab. https://t.co/OmUgqGOvwu","{}",505,""
"4811",NA,"2021-11-05T12:39:26.000Z","RT @aviaciondigital: Primer vuelo con biocombustible producido en España. @Repsol e @Iberia han realizado el primer vuelo con biocombustibl…","{}",506,""
"4812",NA,"2021-11-05T12:33:23.000Z","RT @GuiaRepsol: 🚘 Hay paradas que saben a Soles... ☀️☀️☀️ Si aún no has probado las empanadas de @PepeSolla puedes encontrarlas por tiempo…","{'code': 'Leadership', 'polarity': 'NONE'}",507,"3"
"4813",NA,"2021-11-05T12:32:57.000Z","🚘 Hay paradas que saben a Soles... ☀️☀️☀️ Si aún no has probado las empanadas de @PepeSolla puedes encontrarlas por tiempo limitado en 187 Estaciones de Servicio de @Repsol 👉🏼 https://t.co/slvMZneXB1 #GuiaRepsol https://t.co/tryMN50xQ1","{'code': 'Citizenship', 'polarity': 'N+'}",508,""
"4814",NA,"2021-11-05T12:30:00.000Z","Enhorabuena @Repsol por este reconocimiento que confirma vuestra implicación con el #bienestarlaboral de vuestros colaboradores y demuestra el fuerte compromiso que tenéis como #empresasaludable.

#grandesclientes #premios #awards #saludlaboral https://t.co/wTnfmcplS2","{}",509,""
"4815",NA,"2021-11-05T12:22:58.000Z","@antoniogs_ct @Repsol Buenas noticias para #Cartagena","{}",510,""
"4816",NA,"2021-11-05T12:22:32.000Z","RT @antoniogs_ct: Noticias que permiten prever un mejor futuro para #Cartagena el sector del turismo y la humanidad:

Primer vuelo Madrid-B…","{}",511,""
"4817",NA,"2021-11-05T12:14:07.000Z","@Iberia_it @Repsol @aena @petronor Ti prendono anche per il culo sigh","{}",512,""
"4818",NA,"2021-11-05T12:13:09.000Z","RT @SER_Cartagena: #ConVozdeMujerSER Cartagena es patrocinado por: @regiondemurcia @CanalesTaibilla @PuertodeCtg @Repsol @grupo_lucas @LHIC…","{}",513,""
"4819",NA,"2021-11-05T12:12:27.000Z","RT @Iberia_en: This week a major milestone has taken place in Spanish aviation.   ✈️ Together with @Repsol and in collaboration with @Aena,…","{'code': 'Workplace', 'polarity': 'P'}",514,"4"
"4820",NA,"2021-11-05T12:12:22.000Z","@Iberia_en @Repsol @aena @petronor Taking steps towards a more sustainable aviation. 

👏🏼👏🏼 Great job!","{}",515,""
"4821",NA,"2021-11-05T11:53:24.000Z","RT @Iberia: Hemos realizado el primer vuelo con una mezcla de combustible SAF fabricado a partir de residuos por @Repsol en España. Una acc…","{}",516,""
"4822",NA,"2021-11-05T11:50:39.000Z","RT @Repsol: ¡Lo mejor de Mickey Mouse te está esperando en nuestras estaciones de servicio! 💫 Hazte con la nueva colección de @DisneySpain…","{}",517,""
"4823",NA,"2021-11-05T11:48:40.000Z","RT @Repsol: Si todavía no tienes la app @MyWaylet ¡descárgala y empieza el otoño con 5€ de descuento en carburante!
📌Regístrate en la app d…","{}",518,""
"4824",NA,"2021-11-05T11:42:56.000Z","#Educaenergia  #CIME94
Y terminamos con el papel de los consumidores en el nuevo modelo de mercado con Javier Anzola, director de retail electricidad y gas @Repsol Electricidad y Gas https://t.co/lEsS0j2tpK","{}",519,""
"4825",NA,"2021-11-05T11:39:54.000Z","RT @Iberia: Hemos realizado el primer vuelo con una mezcla de combustible SAF fabricado a partir de residuos por @Repsol en España. Una acc…","{}",520,""
"4826",NA,"2021-11-05T11:39:35.000Z","✈️ Um marco na aviação espanhola aconteceu esta semana. Realizamos junto com a @Repsol, e em colaboração com @Aena, o 1° voo com biocombustível produzido na Espanha a partir de resíduos. Foi um MAD-BIO IB426 com um A320neo, que usou biojet produzido em agosto na @Petronor.","{}",521,""
